Sentences,Sentiment
देख्न त कहिल्यै पाइएन,-1
यहाँ दलाल ठेकेदारहरुले देश चुसेर सकिसके,-1
देश चुसेर सकिसके,-1
साला आकासले नि मेकअप गरेको छैन,-1
यस्तो जाडो दिनमा पनि के चटक हो,-1
के चटक हो,-1
के कति छेती भयो बिवरण पाउन,0
बिवरण पाउन,0
आजकालका केटाकेटी सहयोग त चाक तिरा हलेर हिडेका छन,-1
सहयोग त चाक तिरा हलेर हिडेका छन,-1
लुट्न सक्य लुट् कान्छ लुट्न सक्य लुट्,-1
